title,artist,album,total_base_score,total_bonus_score,chart_in_weeks,top1_count,top10_count,max_likes,like_score,raw_music_score,normalized_music_score,total_score
잘 살고 있다,V.O.S,잘 살고 있다,629,0,16,0,0,41514,28.536309121050234,629,12.805374592833877,17.524654951298785
Lonely Night,권진아,슬기로운 의사생활 OST Part 1,529,0,13,0,0,55359,32.95297497982108,529,10.769543973941369,17.42457327570528
떨어지는 낙엽까지도,헤이즈 (Heize),만추,532,0,11,0,0,54442,32.67890877431541,532,10.830618892508143,17.385105857050323
딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),433,3,5,0,3,69793,37.00040209057426,436,8.876221498371335,17.313475676032212
Done For Me,펀치 (Punch),호텔 델루나 OST Part.12,247,0,8,0,0,106594,45.72638727193848,247,5.028501628664495,17.23786732164669
우리서로사랑하지는말자,기리보이,영화같게,5,0,1,0,0,164664,56.83290309342664,5,0.10179153094462541,17.121124999689226
놓아줘 (with 태연),Crush,with HER,435,2,5,0,2,66087,36.00464466829451,437,8.896579804560261,17.028999263680536
Oh my god,i-dle (아이들),I trust,357,0,7,0,0,80372,39.705703771755765,357,7.267915309446255,16.999251848139107
사계 (하루살이),엠씨더맥스 (M.C the MAX),Circular,111,0,5,0,0,133033,51.08344793991571,111,2.259771986970684,16.90687477285419
너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),Red Moon : SUPERNOVA,482,0,16,0,0,55878,33.10708448228135,482,9.81270358306189,16.801017852827727
숲의 아이 (Bon voyage),유아 (오마이걸),Bon Voyage,263,0,8,0,0,96472,43.501191398701025,263,5.3542345276872965,16.798321588991413
축하해 (Prod. By VAN.C),오반(OVAN),축하해,510,0,11,0,0,51337,31.73333769821034,510,10.382736156351791,16.787916618909357
미친 소리,이예준,미친 소리,320,0,11,0,0,83759,40.53370031325128,320,6.514657980456026,16.7203706802946
별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),Red Moon : Ode To The Stars,420,0,11,0,0,65042,35.71884884595079,420,8.550488599348533,16.700996673329207
Love me or Leave me,DAY6 (데이식스),The Book of Us : The Demon,19,0,1,0,0,151893,54.58450676441039,19,0.38680781758957655,16.64611750163582
Love Again,백현 (BAEKHYUN),Delight - The 2nd Mini Album,154,0,6,0,0,117846,48.07927756714776,154,3.1351791530944624,16.618408677310452
내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5,190,0,6,0,0,107734,45.97025393971379,190,3.8680781758957656,16.498730905041175
We don't talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),We don't talk together,2,0,1,0,0,152947,54.773562908487726,2,0.04071661237785017,16.460570501210814
사랑의 인사,씨야,See You Again,370,0,9,0,0,70540,37.19788419558386,370,7.532573289902281,16.432166561606753
I CAN’T STOP ME,TWICE (트와이스),Eyes wide open,345,0,4,0,0,73873,38.066537755713135,345,7.023615635179153,16.336492271339345
사실 나는 (Feat.전건호),경서예지,사실 나는,164,0,7,0,0,106925,45.79732795623613,164,3.3387622149837135,16.076331937359438
5월의 밤,Zion.T,5월의 밤,318,0,7,0,0,75341,38.44290518823226,318,6.473941368078176,16.0646305141244
사람,지코 (ZICO),THINKING Part.1,192,0,6,0,0,100133,44.318915481443064,192,3.908794788273615,16.03183099622445
"Yours (Feat. 이하이, 창모)",Raiden,"Yours (Feat. 이하이, 창모)",195,0,9,0,0,98987,44.06457558707371,195,3.9698697068403908,15.998281470910387
가라사대,BewhY (비와이),The Movie Star,102,0,4,0,0,119752,48.46652675184028,102,2.076547231270358,15.993541087441333
Go away go away,찬열 (CHANYEOL),낭만닥터 김사부 2 OST Part.3,404,0,18,0,0,59203,34.07786417022246,404,8.224755700325732,15.98068824129475
Stay Tonight,청하,Stay Tonight,465,1,8,0,1,48373,30.803638749157926,466,9.486970684039088,15.881971103574738
니가 왜 거기서 나와 (Narr. 고은아),영탁,니가 왜 거기서 나와,363,0,15,0,0,64374,35.53495405175717,363,7.390065146579805,15.833531818133014
Ridin’,NCT DREAM,Reload,165,0,4,0,0,102469,44.832892503955016,165,3.3591205211726387,15.801252116007351
가끔 이러다,펀치 (Punch),가끔 이러다,317,0,8,0,0,71913,37.55815186752594,317,6.453583061889251,15.784953703580257
Error (Feat. Loopy),ASH ISLAND,Error,173,0,8,0,0,99834,44.25269723791918,173,3.5219869706840394,15.74120005085458
"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part.1,350,0,11,0,0,65219,35.767417008704136,350,7.125407166123779,15.718010118897887
노을,다비치,사랑의 불시착 OST Part 3,473,0,12,0,0,45507,29.87718067620737,473,9.629478827361563,15.703789382015303
내 마음의 사진,송가인,사랑의 불시착 OST Part 6,427,0,11,0,0,51369,31.74322636147834,427,8.69299674267101,15.608065628313208
"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이,100년제전문대학,74,0,4,0,0,117994,48.10945890703868,74,1.506514657980456,15.487397932697922
Snapping,청하,Flourishing,117,0,5,0,0,105337,45.45597558571405,117,2.3819218241042344,15.30413795258718
ICY,ITZY (있지),IT'z ICY,153,0,5,0,0,97082,43.63850539643747,153,3.1148208469055376,15.271926211765118
LALALILALA,에이프릴 (APRIL),에이프릴(APRIL) 7th Mini Album 'Da Capo',186,0,6,0,0,90120,42.04468488618221,186,3.7866449511400653,15.264056931652709
My My,세븐틴 (SEVENTEEN),SEVENTEEN 7th Mini Album '헹가래',130,0,4,0,0,100275,44.350328983634526,130,2.6465798045602607,15.15770455828254
나빠(NAPPA),Crush,나빠(NAPPA),98,0,4,0,0,105898,45.576858749286785,98,1.9951140065146578,15.069637429346296
내가 많이 사랑해요,이승철,달빛조각사 웹툰 OST Part.1,259,0,13,0,0,73271,37.91111606337251,259,5.2728013029315965,15.06429573106387
내 목소리 들리니,벤,호텔 델루나 OST Part.9,263,0,9,0,0,71699,37.50222711882833,263,5.3542345276872965,14.998632305029606
내게 들려주고 싶은 말 (Dear Me),태연 (TAEYEON),Purpose - The 2nd Album Repackage,333,0,7,0,0,59074,34.040717051210414,333,6.779315960912053,14.95773628800156
인사,멜로망스,인사,161,0,5,0,0,89871,41.98656034086456,161,3.2776872964169383,14.890349209751223
Blue & Grey,방탄소년단,BE,10,0,1,0,0,122860,49.091439368999595,10,0.20358306188925082,14.869939954022353
자격지심 (Feat. 은하 Of 여자친구),박경,자격지심,9,0,1,0,0,123066,49.132578067513144,9,0.18322475570032573,14.868030749244172
뜸,WINNER,Remember,364,0,7,0,0,52837,32.19360312919842,364,7.41042345276873,14.845377355697638
사라진 모든 것들에게(with ELLE KOREA),코드 쿤스트 (CODE KUNST),RECONNECT,1,0,1,0,0,121033,48.72506301336778,1,0.020358306188925084,14.631769718342582
Bungee,백현 (BAEKHYUN),Delight - The 2nd Mini Album,181,0,6,0,0,79216,39.41912363927245,181,3.68485342019544,14.405134485918541
내 방을 여행하는 법,방탄소년단,BE,13,0,1,0,0,113274,47.13740051315055,13,0.26465798045602607,14.326480740264383
"아무렇지 않게, 안녕",HYNN (박혜원),"아무렇지 않게, 안녕",269,0,10,0,0,62071,34.89352794691272,269,5.476384364820847,14.301527439448408
품,볼빨간사춘기,사춘기집Ⅱ 꽃 본 나비,321,0,7,0,0,53473,32.386781060987296,321,6.535016286644951,14.290545718947653
Gravity,태연 (TAEYEON),Purpose - The 2nd Album,167,0,5,0,0,79999,39.61346113274454,167,3.3998371335504887,14.263924333308703
문득,노을,문득,445,0,10,0,0,35181,26.269668978304882,445,9.059446254071661,14.222513071341627
내 안부,이우,내 안부,217,0,6,0,0,68819,36.74131442676708,217,4.4177524429967425,14.114821038127843
을 (Feat. BIG Naughty (서동현)),기리보이,치명적인 맛보기 2곡,89,0,3,0,0,93124,42.739685438917746,89,1.8118892508143323,14.090228107245355
Make A Wish (Birthday Song),NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,21,0,3,0,0,106558,45.71866503169113,21,0.42752442996742673,14.014866610484537
잠시,방탄소년단,BE,4,0,1,0,0,109713,46.390553652553066,4,0.08143322475570033,13.97416935309491
너도 아는,폴킴,너도 아는,253,0,4,0,0,59930,34.28646013645044,253,5.150651465798046,13.891394066993762
이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게,435,0,10,0,0,32963,25.428097945768464,435,8.85586319218241,13.827533618258226
Loveship,폴킴,Loveship,367,0,7,0,0,41460,28.51774355129021,367,7.471498371335505,13.785371925321915
너의 하루는 좀 어때,거미 (GUMMY),낭만닥터 김사부 2 OST Part.2,333,0,11,0,0,44959,29.696743771280488,333,6.779315960912053,13.654544304022583
날 보러 와요 (Come See Me),AOA,NEW MOON,318,0,12,0,0,47117,30.401101941678675,318,6.473941368078176,13.652089540158325
깡,비,MY LIFE愛,269,0,7,0,0,54114,32.58031875863436,269,5.476384364820847,13.6075646829649
호랑이소굴 (Feat. Jvcki Wai),기리보이,호랑이소굴,138,0,5,0,0,76750,38.800712661635615,138,2.809446254071661,13.606826176340848
Popo (How deep is our love?),백예린 (Yerin Baek),Every letter I sent you.,194,0,5,0,0,65891,35.951213959890836,194,3.9495114006514656,13.550022168423276
자나깨나 (Feat. 조이 of Red Velvet),Crush,homemade 1,245,0,5,0,0,55083,32.87072651466538,245,4.9877850162866455,13.352667465800266
Bet You Wanna (Feat. Cardi B),BLACKPINK,THE ALBUM,197,0,7,0,0,62761,35.08693544082968,197,4.010586319218241,13.333491055701671
Stay,방탄소년단,BE,3,0,1,0,0,96690,43.55031398548469,3,0.06107491856677524,13.107846638642151
What You Waiting For,전소미,What You Waiting For,194,0,7,0,0,60580,34.47189393949993,194,3.9495114006514656,13.106226162306003
병,방탄소년단,BE,2,0,1,0,0,96807,43.5766551078682,2,0.04071661237785017,13.101498161024955
Must Have Love,SG 워너비,SG워너비 & 브라운아이드걸스 싱글,23,0,1,0,0,91686,42.408413269453845,23,0.4682410423452769,13.050292710477846
HOME;RUN,세븐틴 (SEVENTEEN),SEVENTEEN Special Album '; [Semicolon]',10,0,1,0,0,93891,42.9153335844096,10,0.20358306188925082,13.017108218645355
먹구름,윤하 (YOUNHA),UNSTABLE MINDSET,139,0,5,0,0,68405,36.63063387628421,139,2.829804560260586,12.970053355067671
같이 가요,세븐틴 (SEVENTEEN),SEVENTEEN 7th Mini Album '헹가래',21,0,2,0,0,89176,41.82389777794728,21,0.42752442996742673,12.846436434361383
낙서 (Feat. 백예린) (Prod. by WOOGIE),펀치넬로 (punchnello),낙서,41,0,2,0,0,85111,40.85952908572171,41,0.8346905537459284,12.842142113338664
어른 아이,세븐틴 (SEVENTEEN),SEVENTEEN 7th Mini Album '헹가래',44,0,2,0,0,83084,40.37004271297235,44,0.8957654723127036,12.738048644510597
소확행,임창정,힘든 건 사랑이 아니다,184,0,5,0,0,57859,33.688833386947515,184,3.7459283387622153,12.728799853217804
"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",274,0,5,0,0,44052,29.395667453150516,274,5.578175895765472,12.723423362980984
도망가,MINO (송민호),TAKE,116,0,3,0,0,69215,36.84687168679434,116,2.3615635179153096,12.707155968579016
Another Day,먼데이 키즈,호텔 델루나 OST Part.1,50,0,4,0,0,81040,39.87036638193593,50,1.017915309446254,12.673650631193157
아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4,248,0,8,0,0,46758,30.2850624600498,248,5.048859934853421,12.619720692412335
아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기,Our Beloved BoA #2 - SM STATION,198,0,8,0,0,53906,32.51764338057341,198,4.030944625407166,12.576954251957039
잘 지내고 있는지 궁금해,V.O.S,잘 지내고 있는지 궁금해,298,0,8,0,0,38042,27.316948317659733,298,6.0667752442996745,12.441827166307691
내게 말해줘 (7 Days),NCT DREAM,Reload,22,0,2,0,0,82685,40.27299013766852,22,0.4478827361563518,12.395414956610002
밤하늘의 저 별처럼,헤이즈 (Heize),밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙),207,0,8,0,0,50475,31.465792484806947,207,4.214169381107491,12.389656312217328
넌 내가 보고 싶지 않나 봐,신예영,넌 내가 보고 싶지 않나 봐,183,0,6,0,0,53721,32.461796774664876,183,3.72557003257329,12.346438055200764
Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS),염따,Amanda,216,0,8,0,0,46955,30.348793654499644,216,4.397394136807818,12.182813992115365
Punch,NCT 127,NCT #127 Neo Zone The Final Round – The 2nd Album Repackage,40,0,3,0,0,75357,38.44698698851593,40,0.8143322475570033,12.10412866984468
Trouble,EXO,OBSESSION - The 6th Album,185,0,9,0,0,50740,31.548284007247208,185,3.7662866449511405,12.10088585363996
"세계가 불타버린 밤, 우린... (Can't You See Me?)",투모로우바이투게더,꿈의 장: ETERNITY,25,0,2,0,0,78015,39.11916415437483,25,0.508957654723127,12.092019604618637
언제라도 어디에서라도,정승환,언제라도 어디에서라도,131,0,4,0,0,58730,33.94145930732889,131,2.666938110749186,12.049294469723097
사랑은 또다시 (Love Again),NCT DREAM,Reload,5,0,1,0,0,80961,39.85092828385932,5,0.10179153094462541,12.026532556819033
내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8,342,0,8,0,0,28175,23.508908884038007,342,6.962540716612378,11.926451166840067
너의 자리 (Puzzle Piece),NCT DREAM,Reload,8,0,1,0,0,79022,39.37082532962587,8,0.16286644951140067,11.925254113545742
FLASH,X1 (엑스원),비상 : QUANTUM LEAP,41,0,4,0,0,72769,37.781023054332174,41,0.8346905537459284,11.918590303921802
좋겠다,세븐틴 (SEVENTEEN),SEVENTEEN 7th Mini Album '헹가래',62,0,3,0,0,68789,36.733305304411815,62,1.2622149837133552,11.903542079922893
"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)",스윙스,쇼미더머니 8 Episode 1,87,0,4,0,0,63875,35.39696015258818,87,1.771172638436482,11.85890889268199
살아가는 거야,로이킴,살아가는 거야,51,0,3,0,0,69484,36.918403845562,51,1.038273615635179,11.802312684613224
HERO,임영웅,HERO,2,0,1,0,0,78176,39.15950857132767,2,0.04071661237785017,11.776354200062796
WINTER FLOWER(雪中梅)(Feat.RM),윤하 (YOUNHA),UNSTABLE MINDSET,75,0,5,0,0,64093,35.45731212559405,75,1.526872964169381,11.70600471259678
반복,한요한,반복,13,0,1,0,0,74600,38.25338964054567,13,0.26465798045602607,11.66127747848292
잠이 들어야 (Feat. 헤이즈),로꼬,SOME TIME,236,0,6,0,0,38931,27.634288676550135,236,4.804560260586319,11.653478785375462
나비효과 (Butterfly Effect),EXO,OBSESSION - The 6th Album,128,0,8,0,0,54684,32.751458709246215,128,2.6058631921824107,11.649541847301553
밤이 깊었네 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 OST Part 10,239,0,6,0,0,38428,27.45518670390723,239,4.865635179153094,11.642500636579335
Poppin',백현 (BAEKHYUN),Delight - The 2nd Mini Album,80,0,4,0,0,60595,34.47616140735288,80,1.6286644951140066,11.48291356878567
날라리 (LALALAY),선미,날라리 (LALALAY),128,0,5,0,0,52662,32.140245129644526,128,2.6058631921824107,11.466177773421046
"안녕, 오늘의 그대에게",임한별,"안녕, 오늘의 그대에게",189,0,7,0,0,43145,29.091475373644048,189,3.847719869706841,11.420846520888002
달,AKMU (악뮤),항해,65,0,3,0,0,62093,34.89971110495849,65,1.3232899022801303,11.396216263083637
막걸리 한잔,영탁,내일은 미스터트롯 데스매치 PART1,126,0,11,0,0,51308,31.724373434682757,126,2.5651465798045603,11.312914636268019
행복해,송하예,Happy,209,0,5,0,0,39064,27.681451948884394,209,4.254885993485342,11.282855780105058
춤 (Groove),EXO,OBSESSION - The 6th Album,135,0,8,0,0,49482,31.154740116612807,135,2.7483713355048858,11.270281969837262
Underwater,백현 (BAEKHYUN),Delight - The 2nd Mini Album,71,0,3,0,0,58869,33.98160126736877,71,1.4454397394136806,11.206288197800205
MAGO,여자친구 (GFRIEND),回:Walpurgis Night,24,0,2,0,0,62704,35.070998715634346,24,0.4885993485342019,10.863319158664245
Rest,백예린 (Yerin Baek),Every letter I sent you.,45,0,2,0,0,58429,33.854370059753684,45,0.9161237785016287,10.797597662877246
보라빛 엽서,임영웅,내일은 미스터트롯 레전드 미션 베스트,77,0,12,0,0,53196,32.30278739520099,77,1.5675895765472312,10.788148922143357
널 안지 않을 수 있어야지,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,74,0,5,0,0,53141,32.28608395161287,74,1.506514657980456,10.740385446070182
나의 모든 날,김세정,사랑의 불시착 OST Part 8,159,0,6,0,0,40485,28.180427829001538,159,3.236970684039088,10.720007827527823
달려,염따,Dingo X DAMOIM (Part 4),193,0,6,0,0,35810,26.503465891536475,193,3.9291530944625404,10.70144693358472
ALIEN,이수현,ALIEN,102,0,4,0,0,48284,30.775288367524745,102,2.076547231270358,10.686169572146675
안녕이라는 말,송이한,안녕이라는 말,120,0,6,0,0,45461,29.862076430744196,120,2.44299674267101,10.668720649092965
지킬 (Jekyll),EXO,OBSESSION - The 6th Album,116,0,8,0,0,45980,30.03205107300878,116,2.3615635179153096,10.66270978444335
이혼서류,기리보이,치명적인 맛보기 2곡,36,0,2,0,0,57963,33.71909718049322,36,0.7328990228013029,10.628758470108878
R U Ridin'?,백현 (BAEKHYUN),Delight - The 2nd Mini Album,52,0,3,0,0,55141,32.8880276832289,52,1.0586319218241043,10.607450650245541
FLOWER SHOWER,현아,FLOWER SHOWER,171,0,5,0,0,37034,26.95260964761531,171,3.481270358306189,10.522672145098925
Remember,WINNER,Remember,103,0,4,0,0,46363,30.15687080064137,103,2.0969055374592833,10.514895116413909
Love To Hate Me,BLACKPINK,THE ALBUM,19,0,2,0,0,59304,34.10692010979919,19,0.38680781758957655,10.50284150525246
10억뷰 (Feat. MOON),세훈&찬열,10억뷰 - The 1st Album,83,0,5,0,0,48104,30.717870544484406,83,1.6897394136807817,10.398178752921869
Ghost,백현 (BAEKHYUN),Delight - The 2nd Mini Album,32,0,3,0,0,55923,33.12041279552634,32,0.6514657980456027,10.392149897289825
You Never Know,BLACKPINK,THE ALBUM,7,0,1,0,0,59375,34.127330764782705,7,0.14250814332247558,10.337954929760544
OHIO,Crush,OHIO,140,0,5,0,0,39234,27.74161908712586,140,2.8501628664495113,10.317599732652415
파도가 끝나는 곳까지,DAY6 (Even of Day),The Book of Us : Gluon - Nothing can tear us apart,4,0,1,0,0,59012,34.02284896615418,4,0.08143322475570033,10.263857947175243
오늘도 (Day After Day),EXO,OBSESSION - The 6th Album,71,0,7,0,0,48313,30.784528999966142,71,1.4454397394136806,10.247166517579418
공중정원 (Garden In The Air),백현 (BAEKHYUN),Our Beloved BoA #1 - SM STATION,1,0,1,0,0,59013,34.02313723553017,1,0.020358306188925084,10.2211919849913
중2병,염따,Dingo X DAMOIM (Part 3),187,0,6,0,0,31742,24.952706252201367,187,3.8070032573289905,10.150714155790704
오늘따라 비가 와서 그런가 봐,솔지,오늘따라 비가 와서 그런가 봐,190,0,6,0,0,30858,24.602792156772384,190,3.8680781758957656,10.08849237015875
Ya Ya Ya,EXO,OBSESSION - The 6th Album,87,0,7,0,0,44303,29.479293988925058,87,1.771172638436482,10.083609043583055
Fearless,세븐틴 (SEVENTEEN),SEVENTEEN 7th Mini Album '헹가래',1,0,1,0,0,57093,33.46508576567484,1,0.020358306188925084,10.053776544034701
사랑하고 싶지 않아 (바른연애 길잡이 X XIA (준수)),XIA (준수),사랑하고 싶지 않아 (바른연애 길잡이 X XIA (준수)),126,0,5,0,0,38340,27.42373254019347,126,2.5651465798045603,10.022722367921231
남겨짐에 대해 (Feat. 다운),지코 (ZICO),THINKING Part.2,87,0,4,0,0,43458,29.19680828569157,87,1.771172638436482,9.99886333261301
AYA,마마무 (Mamamoo),TRAVEL,138,0,3,0,0,36533,26.769679943028564,138,2.809446254071661,9.997516360758732
뻔한남자,이승기,뻔한남자,91,1,1,0,1,42715,28.946143829592526,92,1.8729641693811077,9.994918067444534
나의 시간은,백현 (BAEKHYUN),청춘기록 (tvN 월화드라마) OST - Part.3,46,0,3,0,0,49084,31.02919324264165,46,0.9364820846905538,9.964295432075883
이 노랜 꽤 오래된 거야 (A song from the past),솔라 (마마무),이 노랜 꽤 오래된 거야 (A song from the past),144,0,6,0,0,35362,26.337158675914463,144,2.9315960912052117,9.953264866617987
HAPPENING,AKMU (악뮤),HAPPENING,75,0,1,0,0,44225,29.45333188817431,75,1.526872964169381,9.904810641370858
Baby You Are,EXO,OBSESSION - The 6th Album,66,0,7,0,0,44582,29.571971852181328,66,1.3436482084690555,9.812145301582737
Non Stop,EXO,OBSESSION - The 6th Album,49,0,6,0,0,46890,30.32778039973623,49,0.9975570032573289,9.796624022201
오래된 노래,임영웅,사랑의 콜센타 PART19,29,0,6,0,0,49313,31.10149192130298,29,0.5903908794788274,9.743721192026072
lovelovelove,백예린 (Yerin Baek),Every letter I sent you.,19,0,1,0,0,50533,31.483865709087226,19,0.38680781758957655,9.715925185038872
Apple,여자친구 (GFRIEND),回:Song of the Sirens,71,0,3,0,0,42528,28.882713346723303,71,1.4454397394136806,9.676621821606567
시청 앞 지하철 역에서,곽진언,슬기로운 의사생활 OST Part 6,138,0,8,0,0,32159,25.116075403190983,138,2.809446254071661,9.501434998807458
미친 사랑의 노래,씨야,See You Again,105,0,4,0,0,36030,26.584753723510087,105,2.1376221498371333,9.471761621939018
나보다 더 사랑해요,김호중,나보다 더 사랑해요,31,0,3,0,0,46040,30.051639324513978,31,0.6311074918566776,9.457267041653866
Bunny,백예린 (Yerin Baek),Every letter I sent you.,31,0,2,0,0,45619,29.91392434042422,31,0.6311074918566776,9.41595254642694
텅 (Feat.김하온 (HAON)),빈첸,텅 (Feat.김하온 (HAON)),98,0,4,0,0,36372,26.710628162610213,98,1.9951140065146578,9.409768253343325
교차로 (Crossroads),여자친구 (GFRIEND),回:LABYRINTH,71,0,3,0,0,38861,27.60943354145877,71,1.4454397394136806,9.294637880027206
너의 밤은 어때 (취향저격 그녀 X 정은지),정은지,너의 밤은 어때 (취향저격 그녀 X 정은지),167,0,6,0,0,27044,23.032229217888496,167,3.3998371335504887,9.28955475885189
Alone,Crush,From Midnight To Sunrise,34,0,2,0,0,43146,29.091812507805688,34,0.6921824104234527,9.212071439638123
제설,기리보이,치명적인 앨범 Ⅲ,41,0,2,0,0,41892,28.6659314381549,41,0.8346905537459284,9.18406281906862
Made In You,수호 (SUHO),자화상 - The 1st Mini Album,6,0,1,0,0,46881,30.324869724514812,6,0.12214983713355047,9.182965803347928
광장동에서,창모 (CHANGMO),광장동에서,36,0,2,0,0,42295,28.803484190829902,36,0.7328990228013029,9.154074573209883
사랑의 재개발,유산슬,뽕포유,27,0,4,0,0,43349,29.16017003564085,27,0.5496742671009772,9.132822997662938
"FEVER (Feat. 수퍼비, BIBI)",박진영,FEVER,165,0,5,0,0,25840,22.51369431417444,165,3.3591205211726387,9.105492659073178
Here I Am,태연 (TAEYEON),Purpose - The 2nd Album,89,0,3,0,0,34488,26.009650429423292,89,1.8118892508143323,9.07121760439702
마음,폴킴,마음,79,0,3,0,0,34655,26.072547177359677,79,1.6083061889250814,8.94757848545546
안녕,김재환,안녕,58,0,4,0,0,37338,27.063006139506857,58,1.1807817589576548,8.945449073122417
끝난 사이,보라미유,끝난 사이,29,0,1,0,0,40732,28.266261857537874,29,0.5903908794788274,8.89315217289654
Good Guy,SF9,FIRST COLLECTION,6,0,1,0,0,43850,29.328193245954076,6,0.12214983713355047,8.883962859779707
축제,멜로망스,축제,165,0,4,0,0,23486,21.463722196313913,165,3.3591205211726387,8.79050102371502
만추 (Feat. Crush),헤이즈 (Heize),만추,44,0,2,0,0,37047,26.95733980344649,44,0.8957654723127036,8.714237771652838
COUNTIN MY GUAP,창모 (CHANGMO),COUNTIN MY GUAP,14,0,2,0,0,40739,28.268690603152603,14,0.28501628664495116,8.680118581597245
In & Out,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,5,0,1,0,0,41654,28.584385923253475,5,0.10179153094462541,8.64656984863728
하루에도 열두 번,윤건,하루에도 열두 번,111,0,5,0,0,28173,23.50807448027249,111,2.259771986970684,8.634262734961226
너의 차례 (Feat. 윤하),수호 (SUHO),자화상 - The 1st Mini Album,3,0,1,0,0,41679,28.592962560025487,3,0.06107491856677524,8.62064121100439
PAY DAY (Prod. GRAY),창모 (CHANGMO),"PAY DAY with KozyPop (코지팝 X 창모, 애쉬아일랜드, 정기고, 그레이)",37,0,2,0,0,36937,26.91728916775531,37,0.753257328990228,8.602466880619751
게릴라 (Guerilla),오마이걸 (OH MY GIRL),퀸덤 <FINAL 컴백 싱글>,4,0,1,0,0,41104,28.395044513433614,4,0.08143322475570033,8.575516611359074
넌 나의 전부 (I can't take my eyes off you),임한별,넌 나의 전부/고백하러 가는 길,10,0,2,0,0,39386,27.7953053018008,10,0.20358306188925082,8.481099733862715
와츠롱 (Feat. YUNHWAY),기리보이,치명적인 앨범 Ⅲ,27,0,1,0,0,37037,26.95370129571576,27,0.5496742671009772,8.470882375685411
맵고짜고단거 (Feat. 페노메코),다이나믹 듀오,OFF DUTY,48,0,2,0,0,34277,25.929963928836912,48,0.9771986970684038,8.463028266598956
Tip Toe (with 이하이),Crush,with HER,66,0,3,0,0,32034,25.067215579540054,66,1.3436482084690555,8.460718419790355
바빠서 (Feat. 헤이즈),개코,바빠서,57,0,3,0,0,32895,25.40185635163065,57,1.1604234527687296,8.432853322427306
봄 같던 그녀가 춥대 (Feat. 페노메코),MC몽,X by X [ 결핍 ],89,0,3,0,0,28752,23.748410117418516,89,1.8118892508143323,8.392845510795587
그날의 바람,육성재,YOOK O'clock,3,0,1,0,0,38552,27.499447414812956,3,0.06107491856677524,8.292586667440629
Tight,10CM,4.5,89,0,3,0,0,27627,23.27916369581065,89,1.8118892508143323,8.252071584313226
Say,윤미래,이태원 클라쓰 OST Part.8,119,0,4,0,0,23826,21.618525982918417,119,2.4226384364820848,8.181404700412983
우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo),퀸덤 <FINAL 컴백 싱글>,53,0,3,0,0,31215,24.7446992671279,53,1.0789902280130292,8.17870293974749
다른 누구 말고 너야,김나영,다른 누구 말고 너야,85,0,2,0,0,27317,23.148188577990325,85,1.730456026058632,8.15577579163814
척 (Feat. 10CM),세훈&찬열,척,11,0,1,0,0,36129,26.62125226888874,11,0.2239413680781759,8.143134638321344
안녕과 안녕으로,이예준,안녕과 안녕으로,82,0,4,0,0,27517,23.23277317150119,82,1.6693811074918568,8.138398726694657
두리쥬와 (Feat. S.B.N),유두래곤,두리쥬와 X LINDA X 신난다,135,0,4,0,0,21478,20.525674117223375,135,2.7483713355048858,8.081562170020433
나가,먼데이 키즈,나가,149,0,6,0,0,19606,19.610786406307128,149,3.0333876221498373,8.006607257397024
불 좀 꺼줄래,주시크 (Joosiq),불 좀 꺼줄래,73,0,4,0,0,27482,23.217993112004454,73,1.4861563517915308,8.005707379855409
LOVE ME,뉴이스트,The 7th Mini Album ‘The Table’,2,0,2,0,0,35993,26.571099982920956,2,0.04071661237785017,7.999831623540781
지구는 멸망하지 않아,우디 (Woody),지구는 멸망하지 않아,59,0,3,0,0,28932,23.82263181140378,59,1.2011400651465798,7.9875875890237396
너의 곁에만 맴돌아,노을,너의 곁에만 맴돌아,129,0,4,0,0,20886,20.240822072476,129,2.6262214983713354,7.910601670602735
안부 (feat.찬열),이선희,안부,42,0,2,0,0,30241,24.355586068969696,42,0.8550488599348535,7.9052100226453055
행복하니,케이시 (Kassy),추(秋)억,67,0,4,0,0,27088,23.050958071206622,67,1.3640065146579805,7.870091981622573
